1,1.33E-10,5.08E-12,2.68E-08,0.056150925,2.40E-07,1.59E-06,1.62E-08,4.50E-09,0.000259551,9.01E-11,1.35E-07,1.28E-11,5.22E-06,1.82E-11,0.000259551,1.13E-05,8.23E-07,0.000382635,2.93E-07,1.63E-07,0.048415859,1.57E-09,3.32E-11,0.000259551,0.000259551,1.82E-09,2.53E-06,1.02E-06,1.37E-08,0.000126098,0.000259551,7.19E-09,0.086935395,1.59E-06,6.49E-05,0.000179431,0.000126098,0.000382635,0.00057677,0.000382635,0.00057677,4.74E-05,0.061436461,1.48E-05,1.59E-06,1.96E-05,0.000259551,0.000126098,0.000259551,0.000259551,0.00142763,0.000382635,0.048499824,0.000259551,0.000259551,0.000126098,0.000382635,0.00057677,0.000259551,0.000382635,8.99E-05,1.59E-06,8.99E-05,0.000126098,0.052711649,0.000179431,0.055266291,0.000382635,1.13E-05,0.00057677,0.00142763,0.051105774,0.002378498,0.000892798,0.000382635,0.000259551,0.000259551,8.23E-07,1.59E-06,6.71E-06,0.000179431,0.047332367,0.000382635,6.49E-05,0.000126098,0.000382635,0.000259551,0.000179431,0.000259551,0.000382635,0.082350216,0.000259551,0.00057677,8.99E-05,0.053408984,1.13E-05,0.000382635,0.022904548,0.139568913,0.000382635,0.000382635,0.000382635,0.000382635,0.000892798,0.000179431,0.000382635,0.059697832,0.000382635,0.000382635,0.00057677,0.000382635,0.059437265,0.00142763,0.03476801,0.000382635,0.000892798,0.000892798,0.053990082,0.00057677,0.000259551,0.000259551,8.99E-05,0.051767025,0.000382635,0.000382635,0.00057677,0.000179431,0.000382635,0.016066466,0.000382635,0.00057677,0.000892798,0.00142763,0.000892798,0.059947427,0.000892798,0.000892798,0.00057677,0.062098575,0.000892798,0.000382635,0.07917676,0.000259551,0.00057677,0.000382635,0.000892798,0.058844496,0.000892798,0.000892798,0.000892798,0.000892798,0.082634671,0.000892798,0.00057677,0.000892798,0.00057677,0.000892798,0.000892798,0.000382635,0.082139987,0.000382635,0.000382635,0.00057677,0.00057677,0.000382635,0.064329885,0.000382635,0.000259551,0.000382635,0.000259551,0.065489888,0.000126098,0.056830563,0.084481439,0.000382635,0.000382635,0.000382635,0.000382635,0.000382635,0.000382635,0.000382635,0.000382635,0.000382635,0.000892798,0.000892798,0.000892798,0.000892798,0.000382635
1.33E-10,1,0.090769951,0.087298032,1.16E-10,0.10863348,0.076985755,0.094445007,0.082592149,0.041106056,0.087710616,0.074761188,0.080342667,0.105090623,0.078627868,2.93E-10,0.125549122,0.105003507,1.16E-10,0.421325223,0.09253415,0.031152382,0.039627201,0.101227569,2.24E-10,0.078588683,0.040404575,0.114521257,0.086422152,0.087232692,0.091594953,1.33E-10,0.118103931,1.82E-11,0.085315083,1.72E-10,1.51E-10,1.72E-10,0.035497771,1.02E-10,0.087710616,1.72E-10,0.075991614,1.02E-10,0.043652098,0.089993209,0.031393045,1.33E-10,1.72E-10,1.72E-10,1.72E-10,1.72E-10,1.51E-10,0.028550403,2.24E-10,1.72E-10,2.24E-10,1.51E-10,0.08161314,1.33E-10,1.51E-10,0.161307288,2.24E-10,5.80E-10,1.72E-10,1.51E-10,0.115569979,1.72E-10,1.96E-10,0.041106057,0.056132132,1.33E-10,0.029284724,0.039375259,1.16E-10,0.037242513,0.080755771,0.101227569,0.035497771,0.167717901,3.76E-11,0.125513005,1.16E-10,1.16E-10,7.94E-11,0.030656131,1.16E-10,0.291814913,0.086422152,2.24E-10,1.51E-10,1.72E-10,0.041251932,0.036989047,0.020057544,0.03147199,0.074818268,0.109036921,1.72E-10,1.16E-10,1.16E-10,1.51E-10,0.037463018,0.107860928,0.05011682,0.03409626,0.043713118,2.56E-10,1.51E-10,0.042107696,1.72E-10,1.51E-10,1.51E-10,1.72E-10,1.16E-10,0.039627076,1.51E-10,1.51E-10,1.96E-10,1.72E-10,0.097612193,1.33E-10,0.037972201,1.33E-10,1.51E-10,0.043978901,0.090830869,0.091140445,1.51E-10,1.16E-10,0.039057255,1.72E-10,1.51E-10,0.058122492,1.51E-10,1.51E-10,0.056132132,0.101227569,0.046097936,1.51E-10,1.51E-10,1.16E-10,1.33E-10,0.060520268,1.72E-10,1.16E-10,1.51E-10,1.51E-10,1.51E-10,1.51E-10,0.046097936,1.51E-10,1.51E-10,1.51E-10,1.72E-10,0.037463018,1.33E-10,0.156616793,1.51E-10,0.092534149,1.51E-10,0.077858341,1.51E-10,1.72E-10,1.72E-10,0.081045502,1.33E-10,0.050301344,1.33E-10,1.51E-10,0.08226584,1.16E-10,0.108633479,1.51E-10,1.51E-10,1.51E-10,1.51E-10,1.51E-10,0.042107472,0.042107696,1.51E-10,1.51E-10,0.081809985,0.041105634,1.51E-10,1.51E-10,1.51E-10,1.51E-10,1.51E-10
5.08E-12,0.090769951,1,0.208058321,4.54E-12,0.153285196,0.145055465,0.046151479,0.036878275,0.221501528,0.035530192,0.181952524,0.093608468,0.128163512,0.169432888,6.38E-12,0.343826158,0.050520481,2.91E-12,0.068634293,0.045346481,0.036318183,0.044681543,0.127310025,4.06E-12,0.190038803,0.0867343,0.061698923,0.091210209,0.048678786,0.050822233,4.06E-12,0.161390474,4.73E-13,0.165234903,5.08E-12,4.54E-12,6.38E-12,0.058801829,4.06E-12,0.035530192,5.08E-12,0.088287427,4.06E-12,0.048464116,0.039693542,0.042489799,4.06E-12,5.08E-12,5.08E-12,5.08E-12,5.08E-12,3.63E-12,0.029331703,0.023981343,0.027338784,8.02E-12,3.63E-12,4.06E-12,4.06E-12,3.63E-12,0.104565413,4.06E-12,1.14E-11,4.06E-12,3.63E-12,4.54E-12,4.06E-12,4.54E-12,0.221501528,0.069931662,0.03320724,0.029988731,0.03859208,0.104480459,0.042382794,0.069074957,0.127310025,0.058801829,0.079966985,2.09E-12,0.066692348,2.91E-12,2.91E-12,2.09E-12,4.06E-12,2.91E-12,0.093819269,0.091210209,5.08E-12,3.63E-12,4.06E-12,0.046219331,0.036624822,3.63E-12,3.63E-12,0.135192692,3.63E-12,4.06E-12,3.63E-12,0.026453569,3.63E-12,0.069926479,3.63E-12,4.54E-12,0.064575414,0.048519715,5.69E-12,3.63E-12,0.047026512,4.06E-12,3.63E-12,3.63E-12,4.06E-12,2.91E-12,0.214311307,3.63E-12,3.63E-12,4.54E-12,5.08E-12,2.60E-12,3.25E-12,0.037437151,3.25E-12,3.63E-12,0.023635112,0.075383867,0.044758283,3.63E-12,2.91E-12,0.182323254,4.06E-12,3.63E-12,4.06E-12,3.63E-12,3.63E-12,0.069931662,0.127310025,0.059342697,3.63E-12,3.63E-12,2.91E-12,3.25E-12,0.087657379,4.06E-12,2.91E-12,3.63E-12,3.63E-12,0.077355256,3.63E-12,0.059342697,3.63E-12,0.106729579,0.075540652,4.06E-12,0.069926479,0.04875954,3.63E-12,3.63E-12,0.045346481,3.63E-12,0.222218694,3.63E-12,4.06E-12,4.06E-12,0.042536722,3.25E-12,0.063864496,2.60E-12,2.91E-12,0.061711529,2.91E-12,0.153285196,3.63E-12,3.63E-12,3.63E-12,3.63E-12,3.63E-12,0.157680442,0.047026512,3.63E-12,3.63E-12,2.91E-12,0.039989771,3.63E-12,0.024418005,3.63E-12,3.63E-12,3.63E-12
2.68E-08,0.087298032,0.208058321,1,1.62E-08,0.053843906,0.145531052,0.040112385,0.030363662,0.235646679,0.169440157,0.184599306,0.029601974,0.052229036,0.117064205,1.91E-08,0.061441066,0.266941374,4.51E-08,0.063352335,0.039367205,0.035410809,0.044160181,0.042738031,1.91E-08,0.193311901,0.089326859,0.05651131,0.027671453,0.043948909,0.045992253,3.78E-08,0.163095286,2.85E-09,0.166924326,1.91E-08,2.26E-08,1.91E-08,0.059348036,2.68E-08,0.16944018,3.78E-08,0.08563267,3.78E-08,0.048196363,0.032844348,0.042013207,2.68E-08,5.38E-08,3.78E-08,3.78E-08,2.68E-08,3.18E-08,0.027986067,1.91E-08,3.78E-08,1.91E-08,3.18E-08,2.68E-08,2.68E-08,3.18E-08,0.110317521,2.11E-09,3.18E-08,1.91E-08,3.18E-08,3.18E-08,3.78E-08,3.18E-08,0.235646655,0.07150465,3.78E-08,0.028651413,0.03753057,3.18E-08,0.041731572,0.065487985,0.042738057,0.059348023,0.076677345,7.19E-09,0.061426243,3.18E-08,3.18E-08,1.37E-08,1.91E-08,3.18E-08,0.090457758,0.027671491,2.68E-08,3.18E-08,2.68E-08,0.045795004,0.035472373,1.62E-08,4.51E-08,0.135082748,4.51E-08,5.38E-08,3.18E-08,3.18E-08,3.18E-08,0.071314664,4.51E-08,4.51E-08,0.065473139,0.048256076,6.44E-08,4.51E-08,0.046656506,5.38E-08,4.51E-08,4.51E-08,2.68E-08,3.18E-08,0.226167647,3.18E-08,3.18E-08,3.18E-08,3.78E-08,2.68E-08,2.68E-08,0.036320045,2.68E-08,4.51E-08,0.021669611,0.071418312,0.099661024,3.18E-08,3.18E-08,0.190483579,5.38E-08,3.18E-08,3.78E-08,3.18E-08,3.18E-08,0.071504644,0.042738062,0.05988969,3.18E-08,3.18E-08,4.51E-08,5.38E-08,0.090429811,3.78E-08,3.18E-08,4.51E-08,4.51E-08,4.51E-08,4.51E-08,0.059889709,4.51E-08,4.51E-08,4.51E-08,3.78E-08,0.071314664,5.38E-08,4.51E-08,4.51E-08,0.039367234,3.18E-08,0.161076174,3.18E-08,3.78E-08,3.78E-08,0.037385462,3.78E-08,0.06481249,2.68E-08,3.18E-08,0.057302419,3.18E-08,0.053843952,3.18E-08,3.18E-08,3.18E-08,3.18E-08,3.18E-08,0.165841106,0.046656492,4.51E-08,3.18E-08,3.18E-08,0.039002986,4.51E-08,4.51E-08,4.51E-08,4.51E-08,3.18E-08
0.056150925,1.16E-10,4.54E-12,1.62E-08,1,4.39E-07,5.39E-07,1.37E-08,2.85E-09,4.74E-05,0.049769546,3.78E-08,1.14E-11,4.08E-06,1.28E-11,2.61E-05,3.20E-06,0.086981241,6.49E-05,1.12E-07,6.44E-08,3.50E-05,1.02E-09,3.76E-11,2.61E-05,4.74E-05,2.11E-09,1.27E-06,8.23E-07,4.50E-09,2.61E-05,4.74E-05,3.31E-09,8.23E-07,8.23E-07,1.48E-05,3.50E-05,2.61E-05,1.13E-05,4.74E-05,0.049804545,4.74E-05,6.71E-06,0.02103379,4.08E-06,2.00E-06,2.00E-06,2.61E-05,2.61E-05,2.61E-05,4.74E-05,0.064712304,6.49E-05,0.052979831,4.74E-05,4.74E-05,1.48E-05,6.49E-05,4.74E-05,0.056539699,6.49E-05,3.50E-05,2.40E-07,1.13E-05,2.61E-05,6.49E-05,6.49E-05,8.99E-05,0.031039093,3.20E-06,4.74E-05,8.99E-05,4.74E-05,3.50E-05,6.49E-05,6.49E-05,4.74E-05,2.61E-05,2.93E-07,5.39E-07,3.20E-06,3.50E-05,6.49E-05,6.49E-05,1.48E-05,1.48E-05,6.49E-05,4.74E-05,3.50E-05,2.61E-05,6.49E-05,4.74E-05,4.74E-05,8.99E-05,3.50E-05,6.49E-05,8.69E-06,6.49E-05,8.99E-05,6.49E-05,6.49E-05,6.49E-05,6.49E-05,6.49E-05,6.49E-05,3.50E-05,6.49E-05,0.062123645,6.49E-05,6.49E-05,8.99E-05,6.49E-05,6.49E-05,8.99E-05,0.000126098,6.49E-05,6.49E-05,6.49E-05,6.49E-05,4.74E-05,4.74E-05,4.74E-05,1.96E-05,4.74E-05,6.49E-05,6.49E-05,4.74E-05,0.02967666,0.07472861,6.49E-05,6.49E-05,8.99E-05,6.49E-05,8.99E-05,6.49E-05,6.49E-05,6.49E-05,6.49E-05,4.74E-05,0.075872703,6.49E-05,6.49E-05,0.063358486,8.99E-05,8.99E-05,6.49E-05,0.000126098,0.000126098,0.000126098,0.000126098,0.000126098,0.000126098,0.000126098,0.000126098,0.091700061,0.000126098,8.99E-05,0.000126098,0.000126098,0.000126098,0.000126098,0.000126098,6.49E-05,8.99E-05,8.99E-05,6.49E-05,8.99E-05,6.49E-05,4.74E-05,6.49E-05,4.74E-05,0.02370927,2.61E-05,0.026249912,0.278697311,6.49E-05,0.096426616,0.000126098,0.000126098,0.000126098,6.49E-05,6.49E-05,6.49E-05,6.49E-05,0.000126098,0.000126098,0.000126098,0.000126098,6.49E-05
2.40E-07,0.10863348,0.153285196,0.053843906,4.39E-07,1,0.048145974,0.061064581,0.051283617,0.024600632,0.05173493,0.046947442,0.130104683,0.165520084,0.123015512,8.23E-07,0.218219013,0.06698937,4.39E-07,0.086432958,0.05997552,0.020455471,0.025283724,0.168682815,0.070596054,0.127811874,0.025712615,0.201802263,0.132770995,0.158426868,0.165538735,0.041400685,0.07960503,2.68E-08,0.145347663,2.40E-07,4.39E-07,5.39E-07,0.020740155,5.39E-07,0.051735222,0.055126918,0.050320087,3.58E-07,0.027482775,0.055293489,0.021995039,2.40E-07,5.39E-07,5.39E-07,5.39E-07,8.23E-07,6.65E-07,0.017907736,0.033395672,0.038199077,0.037657463,6.65E-07,5.39E-07,8.23E-07,6.65E-07,0.116796231,3.78E-08,6.65E-07,5.39E-07,6.65E-07,1.02E-06,5.39E-07,1.02E-06,0.024600632,0.036622507,0.044115021,0.018316737,0.023714829,0.050279566,0.023952923,0.055360961,0.168683354,0.020739885,0.065259358,7.72E-08,0.083924332,4.39E-07,4.39E-07,1.63E-07,1.63E-07,4.39E-07,0.112380398,0.132771176,0.032686762,4.39E-07,3.58E-07,0.026177969,0.022474618,2.93E-07,4.39E-07,0.129215303,6.65E-07,8.23E-07,4.39E-07,0.036929188,0.040841643,0.022722557,6.65E-07,4.39E-07,0.020941937,0.027515918,1.02E-06,6.65E-07,0.026646442,8.23E-07,4.39E-07,4.39E-07,2.40E-07,4.39E-07,0.02528409,4.39E-07,4.39E-07,2.93E-07,5.39E-07,3.58E-07,3.58E-07,0.022987307,3.58E-07,4.39E-07,0.063569542,0.058933536,0.059179368,4.39E-07,4.39E-07,0.026752038,8.23E-07,4.39E-07,5.39E-07,4.39E-07,4.39E-07,0.036621898,0.168683253,0.030938187,4.39E-07,4.39E-07,6.65E-07,8.23E-07,0.042429828,5.39E-07,4.39E-07,6.65E-07,6.65E-07,0.039204463,6.65E-07,0.030938495,0.062106813,0.051389694,0.040447937,8.23E-07,0.022722557,0.16116899,6.65E-07,6.65E-07,0.059976153,6.65E-07,0.347584715,6.65E-07,5.39E-07,5.39E-07,0.054794226,3.58E-07,0.033358659,3.58E-07,4.39E-07,0.054031681,4.39E-07,0.500000358,6.65E-07,6.65E-07,4.39E-07,4.39E-07,6.65E-07,0.02664632,0.026646442,6.65E-07,4.39E-07,4.39E-07,0.024599821,4.39E-07,0.035665288,4.39E-07,4.39E-07,6.65E-07
1.59E-06,0.076985755,0.145055465,0.145531052,5.39E-07,0.048145974,1,0.0357867,0.027122233,0.156308855,0.024690811,0.128020992,0.026510194,0.088347141,0.154719963,2.53E-06,0.054147959,0.03900735,0.039473259,0.055630044,0.035190649,0.039373928,0.04798986,0.037869389,1.02E-06,0.133467811,0.096877574,0.094806258,0.024396613,0.040060981,0.041758639,2.53E-06,0.217918588,6.44E-08,0.150717053,4.39E-07,8.23E-07,4.39E-07,0.070904324,1.59E-06,0.024691634,2.53E-06,0.08898203,1.02E-06,0.051835753,0.029093708,0.044965801,1.02E-06,1.59E-06,1.59E-06,2.53E-06,2.53E-06,1.27E-06,0.032738962,1.59E-06,1.02E-06,2.53E-06,1.27E-06,1.59E-06,1.02E-06,1.27E-06,0.097234631,1.98E-07,5.22E-06,0.028008697,1.27E-06,1.27E-06,1.59E-06,0.022458437,0.156308271,0.072330397,2.53E-06,0.033441615,0.042518095,2.00E-06,0.045639507,0.063934672,0.037870983,0.070903127,0.073962716,1.35E-07,0.135468923,1.27E-06,1.27E-06,4.39E-07,1.02E-06,1.27E-06,0.079438521,0.024397301,2.53E-06,1.27E-06,2.53E-06,0.049558919,0.040462568,0.013437624,2.00E-06,0.144625359,1.27E-06,1.59E-06,1.27E-06,1.27E-06,2.00E-06,0.081234141,2.00E-06,3.20E-06,0.075316518,0.051893307,3.20E-06,2.00E-06,0.050379367,2.53E-06,1.27E-06,1.27E-06,1.59E-06,1.27E-06,0.156677514,1.27E-06,1.27E-06,2.00E-06,2.53E-06,1.02E-06,1.59E-06,0.041312161,1.02E-06,1.27E-06,0.02251309,0.068956734,0.140417242,1.27E-06,0.016219017,0.133494158,1.59E-06,2.00E-06,0.02160998,2.00E-06,2.00E-06,0.072331072,0.037871392,0.061919514,2.00E-06,2.00E-06,1.27E-06,1.59E-06,0.088899038,2.53E-06,1.27E-06,2.00E-06,0.017742883,2.00E-06,2.00E-06,0.061919923,2.00E-06,2.00E-06,2.00E-06,2.53E-06,0.081234141,1.59E-06,2.00E-06,0.028009106,0.035191683,1.27E-06,0.120727026,2.00E-06,2.53E-06,2.53E-06,0.034009468,1.59E-06,0.066386843,1.02E-06,1.27E-06,0.056360267,1.27E-06,0.048146884,2.00E-06,2.00E-06,2.00E-06,2.00E-06,2.00E-06,0.179069189,0.050379367,2.00E-06,2.00E-06,1.27E-06,0.043972628,2.00E-06,2.00E-06,2.00E-06,2.00E-06,1.27E-06
1.62E-08,0.094445007,0.046151479,0.040112385,1.37E-08,0.061064581,0.0357867,1,0.123413867,0.018377842,0.036946557,0.112599067,0.037248712,0.05928263,0.040549777,1.62E-08,0.069406542,0.052520815,7.19E-09,0.071494887,0.151423498,0.015993921,0.019822832,0.050850382,6.14E-09,0.036519762,0.02016369,0.064000698,0.036466683,0.132106333,0.052373662,0.049587636,0.065770123,5.80E-10,0.043654827,1.16E-08,9.90E-09,8.43E-09,0.014824331,1.16E-08,0.036946565,8.43E-09,0.039313141,8.43E-09,0.021573286,0.133193492,0.018105724,1.16E-08,0.03053542,0.03053542,0.08056208,1.16E-08,7.19E-09,0.013318857,8.43E-09,6.14E-09,0.059170009,7.19E-09,8.43E-09,8.43E-09,7.19E-09,0.110659482,1.82E-09,2.68E-08,6.14E-09,7.19E-09,7.19E-09,0.047832997,9.90E-09,0.018377868,0.030347258,1.16E-08,0.013627053,0.017705798,9.90E-09,0.018764955,0.113951396,0.050850393,0.014824306,0.053784764,2.45E-09,0.069390045,9.90E-09,7.19E-09,3.31E-09,4.50E-09,7.19E-09,0.097750799,0.036466681,1.16E-08,7.19E-09,8.43E-09,0.020533444,0.01676622,7.19E-09,9.90E-09,0.106469425,9.90E-09,1.16E-08,7.19E-09,7.19E-09,9.90E-09,0.016953425,7.19E-09,9.90E-09,0.015606456,0.0215992,9.90E-09,7.19E-09,0.020906621,8.43E-09,9.90E-09,9.90E-09,1.62E-08,9.90E-09,0.019822783,9.90E-09,9.90E-09,1.91E-08,1.62E-08,6.14E-09,8.43E-09,0.017154098,8.43E-09,9.90E-09,0.06590289,0.046083381,0.046321135,9.90E-09,7.19E-09,0.041606169,8.43E-09,9.90E-09,1.16E-08,9.90E-09,9.90E-09,0.03034726,0.050850391,0.025570891,9.90E-09,9.90E-09,7.19E-09,8.43E-09,0.036905884,0.057523349,7.19E-09,9.90E-09,9.90E-09,9.90E-09,9.90E-09,0.025570893,9.90E-09,9.90E-09,9.90E-09,1.16E-08,0.016953427,1.16E-08,9.90E-09,9.90E-09,0.151423488,9.90E-09,0.040188874,9.90E-09,1.16E-08,1.16E-08,0.043801086,8.43E-09,0.027602142,6.14E-09,0.251041885,0.042245484,7.19E-09,0.061064582,9.90E-09,9.90E-09,7.19E-09,7.19E-09,0.030977927,0.020906527,0.020906624,9.90E-09,9.90E-09,7.19E-09,0.018376418,0.057523351,9.90E-09,9.90E-09,9.90E-09,9.90E-09
4.50E-09,0.082592149,0.036878275,0.030363662,2.85E-09,0.051283617,0.027122233,0.123413867,1,0.013849791,0.026556279,0.095856282,0.028237385,0.049816587,0.032479366,6.14E-09,0.058129872,0.041854887,2.11E-09,0.059837924,0.135666527,0.012801241,0.015797547,0.040551907,3.31E-09,0.027695736,0.016062817,0.053697901,0.026218083,0.210796345,0.044110862,0.101330541,0.055150414,2.56E-10,0.034920398,4.50E-09,3.86E-09,3.31E-09,0.010640384,3.31E-09,0.026556281,3.31E-09,0.031505757,2.45E-09,0.017158776,0.338199592,0.01527168,3.31E-09,0.048161832,0.048161833,0.187779888,4.50E-09,2.85E-09,0.010107185,3.31E-09,3.31E-09,0.062221618,2.85E-09,3.31E-09,3.31E-09,2.85E-09,0.101847071,2.45E-09,9.90E-09,4.50E-09,2.85E-09,2.85E-09,0.047719176,3.86E-09,0.013849801,0.025325856,3.31E-09,0.010336782,0.013355666,2.85E-09,0.014972084,0.098979444,0.040551911,0.01064038,0.045278355,5.80E-10,0.058116733,2.11E-09,2.11E-09,1.36E-09,2.45E-09,2.11E-09,0.085414946,0.026218081,4.50E-09,2.85E-09,3.31E-09,0.016350353,0.012663225,2.11E-09,2.85E-09,0.16309818,2.85E-09,3.31E-09,2.11E-09,2.11E-09,2.11E-09,0.012801065,2.85E-09,3.86E-09,0.011805916,0.017178775,5.25E-09,2.85E-09,0.016640979,3.31E-09,2.85E-09,2.85E-09,3.31E-09,2.11E-09,0.015797502,2.85E-09,2.85E-09,2.85E-09,3.31E-09,1.82E-09,1.82E-09,0.012948837,1.82E-09,2.11E-09,0.100114389,0.036786539,0.037011654,2.11E-09,2.11E-09,0.046514462,3.31E-09,2.85E-09,3.31E-09,2.85E-09,2.85E-09,0.025325855,0.040551909,0.021428131,2.85E-09,2.85E-09,2.85E-09,3.31E-09,0.032248712,0.057152851,2.11E-09,2.85E-09,2.85E-09,2.85E-09,2.85E-09,0.021428132,2.85E-09,2.85E-09,2.85E-09,3.31E-09,0.012801065,2.45E-09,2.85E-09,2.85E-09,0.13566651,2.11E-09,0.032195035,2.85E-09,3.31E-09,3.31E-09,0.035895068,2.45E-09,0.023089823,1.82E-09,0.051222742,0.033813417,2.11E-09,0.051283605,2.85E-09,2.85E-09,2.85E-09,2.85E-09,0.054451764,0.016640903,0.016640979,2.85E-09,2.11E-09,2.11E-09,0.013848194,0.057152851,2.85E-09,2.85E-09,2.85E-09,2.11E-09
0.000259551,0.041106056,0.221501528,0.235646679,4.74E-05,0.024600632,0.156308855,0.018377842,0.013849791,1,0.013157981,0.198504512,0.013432452,0.023721832,0.112701615,0.00057677,0.028992081,0.02069434,0.045734261,0.030058597,0.017965425,0.042800571,0.05474426,0.019857604,0.00057677,0.213896905,0.111211054,0.026093847,0.012940563,0.019334357,0.020966273,0.004183245,0.156141233,1.13E-05,0.171650625,0.000259551,0.000382635,0.000259551,0.074974292,0.004183245,0.015536479,0.00142763,0.076181444,0.004183245,0.061100755,0.015242416,0.048590992,0.00142763,0.00142763,0.00142763,0.00142763,0.00142763,0.007940352,0.037440584,0.00142763,0.004183245,0.000259551,0.007940352,0.004183245,0.004183245,0.007940352,0.155244203,6.65E-07,8.99E-05,0.00142763,0.007940352,0.002378498,0.004183245,0.002378498,0.302458078,0.094313895,0.004183245,0.038384048,0.050037662,0.007940352,0.05195406,0.05887564,0.021285234,0.074885662,0.055748814,3.50E-05,0.029810989,0.007940352,0.007940352,0.00057677,0.000126098,0.007940352,0.044405311,0.015318039,0.000259551,0.007940352,0.004183245,0.061464231,0.048572069,0.000892798,0.002378498,0.133987778,0.007940352,0.004183245,0.007940352,0.007940352,0.007940352,0.097442082,0.007940352,0.002378498,0.082867536,0.069122733,0.000892798,0.007940352,0.066573566,0.004183245,0.007940352,0.007940352,0.00057677,0.007940352,0.288314433,0.007940352,0.007940352,0.000892798,0.00142763,0.004183245,0.004183245,0.046108484,0.004183245,0.007940352,0.02895819,0.067732331,0.018049094,0.007940352,0.007940352,0.236251502,0.004183245,0.007940352,0.004183245,0.007940352,0.007940352,0.095264763,0.027797956,0.07837896,0.007940352,0.007940352,0.007940352,0.004183245,0.117932896,0.004183245,0.002378498,0.007940352,0.007940352,0.007940352,0.007940352,0.082136066,0.007940352,0.007940352,0.007940352,0.004183245,0.097442082,0.004183245,0.007940352,0.007940352,0.025905665,0.007940352,0.172282953,0.007940352,0.004183245,0.004183245,0.027691157,0.004183245,0.089841272,0.004183245,0.007940352,0.045967736,0.007940352,0.026027904,0.007940352,0.007940352,0.007940352,0.007940352,0.007940352,0.216352717,0.066573566,0.007940352,0.007940352,0.007940352,0.058001569,0.007940352,0.007940352,0.007940352,0.007940352,0.007940352
